Plot,Tree,Spec,dbh1,dbh3,dbh4,hc1,hc3,hc4,dead,deadPeriod
MRS11,440,ABLA,NA,4,4.1,NA,3,3,0,0
MRS11,441,PIEN,NA,24.9,26.8,NA,1,1,0,0
MRS11,442,ABLA,NA,17.4,18.9,NA,2,2,0,0
MRS11,443,ABLA,NA,10.1,10.7,NA,2,2,0,0
MRS11,444,ABLA,NA,12.1,13.5,NA,2,2,0,0
MRS11,445,ABLA,NA,11,11.4,NA,2,2,0,0
MRS11,446,ABLA,NA,4,4.2,NA,3,3,0,0
MRS11,447,ABLA,NA,6,6.3,NA,3,3,0,0
MRS11,448,ABLA,NA,4.9,,NA,3,,1,10
MRS11,449,ABLA,NA,9.1,9.8,NA,2,2,0,0
MRS11,450,ABLA,NA,16.5,14.7,NA,2,2,1,11
MRS11,451,ABLA,NA,11.2,11.6,NA,2,2,0,0
MRS11,452,ABLA,NA,13.6,14.9,NA,2,2,0,0
MRS11,453,ABLA,NA,11.1,12,NA,2,2,0,0
MRS11,454,PIEN,NA,64.2,61.4,NA,1,1,0,0
MRS11,455,ABLA,NA,4.5,4.9,NA,3,3,0,0
MRS11,456,ABLA,NA,7.7,8.4,NA,3,3,0,0
MRS11,457,ABLA,NA,34.5,36.6,NA,1,1,0,0
MRS11,458,ABLA,NA,10.9,11,NA,2,2,0,0
MRS11,459,ABLA,NA,15.3,16,NA,2,2,0,0
MRS11,460,ABLA,NA,6.6,7.3,NA,3,3,0,0
MRS11,461,PIEN,NA,27,29.9,NA,1,1,0,0
MRS11,462,PIEN,NA,4.2,4.6,NA,3,3,0,0
MRS11,463,ABLA,NA,6.9,8.4,NA,3,3,0,0
MRS11,464,PIEN,NA,4.4,5.2,NA,3,3,0,0
MRS11,465,PIEN,NA,6.6,6.4,NA,3,3,0,0
MRS11,466,PIEN,NA,5.8,6,NA,3,3,0,0
MRS11,467,PIEN,NA,5,5.9,NA,3,3,0,0
MRS11,468,PIEN,NA,13.5,14.7,NA,2,2,0,0
MRS11,469,PIEN,NA,4.3,,NA,3,,1,1
MRS11,470,PIEN,NA,6,6.5,NA,3,3,0,0
MRS11,471,PIEN,NA,8.9,9.4,NA,2,2,0,0
MRS11,472,PIEN,NA,12.8,14.5,NA,2,2,0,0
MRS11,473,PIEN,NA,23.1,22.2,NA,2,2,0,0
MRS11,474,PIEN,NA,41.5,41.4,NA,1,1,0,0
MRS11,475,ABLA,NA,5.2,5.7,NA,3,3,0,0
MRS11,476,ABLA,NA,30.1,,NA,2,,1,1
MRS11,477,ABLA,NA,16.1,15.9,NA,2,2,0,0
MRS11,478,ABLA,NA,4.9,5,NA,3,3,0,0
MRS11,479,ABLA,NA,19.2,19.5,NA,2,2,0,0
MRS11,480,ABLA,NA,8.8,9.1,NA,2,2,0,0
MRS11,481,ABLA,NA,14.9,,NA,,,1,1
MRS11,482,ABLA,NA,8.3,,NA,3,,1,10
MRS11,483,ABLA,NA,17.6,,NA,2,,1,1
MRS11,484,ABLA,NA,22,,NA,1,,1,1
MRS11,485,ABLA,NA,9.4,,NA,2,,1,1
MRS11,486,ABLA,NA,32.7,,NA,1,,1,1
MRS11,487,PIEN,NA,54.2,54.8,NA,1,1,0,0
MRS11,488,PIEN,NA,63.4,64,NA,1,1,0,0
MRS11,489,PIEN,NA,46.4,,NA,1,,1,1
MRS11,490,PIEN,NA,23,,NA,3,,1,1
MRS11,491,ABLA,NA,22.5,23.9,NA,2,1,0,0
MRS11,492,ABLA,NA,27.4,28,NA,1,1,0,0
MRS11,493,ABLA,NA,23.1,24,NA,2,2,0,0
MRS11,494,ABLA,NA,27.9,28.1,NA,2,2,0,0
MRS11,495,ABLA,NA,14.6,15.8,NA,2,2,0,0
MRS11,496,PIEN,NA,73.1,72.9,NA,1,1,0,0
MRS11,497,PIEN,NA,25.9,27.9,NA,2,2,0,0
MRS11,498,PIEN,NA,22.8,23.7,NA,1,1,0,0
MRS11,499,PIEN,NA,12.3,12.9,NA,2,2,0,0
MRS11,500,PIEN,NA,11.1,12.2,NA,2,2,0,0
MRS11,501,PIEN,NA,21.5,23.4,NA,2,2,0,0
MRS11,502,PIEN,NA,6.6,5.5,NA,3,3,0,0
MRS11,503,PIEN,NA,54.7,58.9,NA,1,1,0,0
MRS11,504,PIEN,NA,39.4,,NA,2,,1,1
MRS11,505,ABLA,NA,6,6,NA,3,3,0,0
MRS11,506,ABLA,NA,16.8,17.5,NA,2,2,0,0
MRS11,507,UNK,NA,25.3,,NA,2,,1,1
MRS11,508,ABLA,NA,11,10.4,NA,3,3,0,0
MRS11,509,ABLA,NA,18.1,18.2,NA,2,2,1,11
MRS11,510,ABLA,NA,25.5,30.2,NA,1,1,0,0
MRS11,511,ABLA,NA,33,33.9,NA,1,1,1,11
MRS11,512,ABLA,NA,20,,NA,,,1,1
MRS11,513,ABLA,NA,NA,NA,NA,,,0,0
MRS11,514,ABLA,NA,6.8,,NA,3,,1,1
MRS11,515,ABLA,NA,7.5,7.8,NA,3,3,0,0
MRS11,516,ABLA,NA,19.1,19.9,NA,2,2,0,0
MRS11,517,PIEN,NA,49.2,49.9,NA,1,1,0,0
MRS11,518,ABLA,NA,29.1,32,NA,1,1,0,0
MRS11,519,ABLA,NA,17.2,,NA,2,,1,10
MRS11,520,ABLA,NA,19.7,20.5,NA,2,2,0,0
MRS11,521,PIEN,NA,29.7,32,NA,1,1,0,0
MRS11,522,PIEN,NA,10.5,12.4,NA,3,3,0,0
MRS11,523,ABLA,NA,9.6,MIA,NA,3,,0,0
MRS11,524,ABLA,NA,6.2,MIA,NA,3,,0,0
MRS11,525,ABLA,NA,12.2,MIA,NA,3,,0,0
MRS11,526,ABLA,NA,10,MIA,NA,3,,0,0
MRS12,248,ABLA,NA,5,MIA,NA,3,3,0,0
MRS12,249,ABLA,NA,16.3,MIA,NA,1,1,0,0
MRS12,250,ABLA,NA,12.8,13.4,NA,1,1,0,0
MRS12,251,ABLA,NA,15.8,16.3,NA,1,1,0,0
MRS12,252,ABLA,NA,12,13.6,NA,2,2,0,0
MRS12,253,ABLA,NA,12.5,12.7,NA,2,2,0,0
MRS12,254,ABLA,NA,4.5,5.4,NA,3,3,0,0
MRS12,255,ABLA,NA,4.5,NA,NA,NA,,1,1
MRS12,256,PIEN,NA,12.4,13.5,NA,1,1,0,0
MRS12,257,PIEN,NA,7,8,NA,2,2,0,0
MRS12,258,PIEN,NA,7.7,8.5,NA,2,2,0,0
MRS12,259,PIEN,NA,9.5,9.7,NA,1,1,0,0
MRS12,260,PIEN,NA,9.5,10.8,NA,1,1,0,0
MRS12,261,PIEN,NA,13.2,14.7,NA,1,1,0,0
MRS12,262,PIEN,NA,8.8,9.2,NA,2,1,0,0
MRS12,263,PIEN,NA,12.8,13.4,NA,1,1,0,0
MRS12,264,PIEN,NA,16.8,19.8,NA,1,1,0,0
MRS12,265,PIEN,NA,9.5,10.3,NA,2,2,0,0
MRS12,266,PIEN,NA,15.7,16.9,NA,1,1,0,0
MRS12,267,PIEN,NA,17.8,19.1,NA,1,1,0,0
MRS12,268,ABLA,NA,4,4.6,NA,3,3,0,0
MRS12,269,ABLA,NA,4.6,4.9,NA,3,3,0,0
MRS12,270,ABLA,NA,4.6,NA,NA,3,,1,11
MRS12,271,ABLA,NA,13.2,13.2,NA,2,2,0,0
MRS12,272,ABLA,NA,8.5,9,NA,3,2,0,0
MRS12,273,ABLA,NA,5.6,6.2,NA,3,3,0,0
MRS12,274,ABLA,NA,6.3,6.9,NA,3,3,0,0
MRS12,275,ABLA,NA,8.5,NA,NA,3,,1,11
MRS12,276,ABLA,NA,5.4,6,NA,3,3,0,0
MRS12,277,ABLA,NA,15.4,16.2,NA,2,2,0,0
MRS12,278,ABLA,NA,5.3,6.4,NA,3,3,0,0
MRS12,279,PIEN,NA,6.7,6.7,NA,3,3,0,0
MRS12,280,ABLA,NA,21.1,21.4,NA,1,1,0,0
MRS12,281,ABLA,NA,22.7,26.7,NA,1,1,0,0
MRS12,282,UNKN,NA,NA,,NA,NA,,1,1
MRS12,283,ABLA,NA,17.8,NA,NA,2,2,0,0
MRS12,284,ABLA,NA,NA,,NA,NA,,1,1
MRS12,285,PIEN,NA,14.6,20.4,NA,2,2,0,0
MRS12,286,PIEN,NA,21.7,23.5,NA,1,1,0,0
MRS12,287,PIEN,NA,13.4,14.5,NA,2,2,0,0
MRS12,288,PIEN,NA,18.6,20.8,NA,1,1,0,0
MRS12,289,PIEN,NA,27,26.9,NA,1,1,0,0
MRS12,290,ABLA,NA,16.7,19.2,NA,1,1,0,0
MRS12,291,ABLA,NA,NA,NA,NA,NA,,1,1
MRS12,292,PIEN,NA,15.2,18,NA,1,1,0,0
MRS12,293,ABLA,NA,12.2,13.7,NA,1,1,0,0
MRS12,294,ABLA,NA,9.4,11.2,NA,2,2,0,0
MRS12,295,PIEN,NA,16.3,17.5,NA,1,1,0,0
MRS12,296,PIEN,NA,6.5,8.4,NA,2,2,0,0
MRS12,297,PIEN,NA,5.6,6.5,NA,3,3,0,0
MRS12,468,PIEN,NA,4.8,MIA,NA,3,,0,0
MRS12,469,ABLA,NA,4.4,5.4,NA,3,3,0,0
MRS12,470,PIEN,NA,12.5,13.4,NA,2,2,0,0
MRS12,471,ABLA,NA,NA,NA,NA,NA,,1,1
MRS12,472,PIEN,NA,14.9,15.5,NA,2,2,0,0
MRS12,473,PIEN,NA,13.5,14.4,NA,2,2,0,0
MRS12,474,PIEN,NA,9,9.4,NA,3,3,0,0
MRS12,475,PIEN,NA,9,9.5,NA,3,3,0,0
MRS12,476,PIEN,NA,16.4,17.5,NA,1,1,0,0
MRS12,477,ABLA,NA,11.5,12.9,NA,2,2,0,0
MRS12,478,ABLA,NA,8.8,10.1,NA,3,3,0,0
MRS12,479,ABLA,NA,NA,NA,NA,NA,,1,1
MRS12,480,ABLA,NA,4.2,4.2,NA,3,3,0,0
MRS12,482,ABLA,NA,14,NA,NA,NA,,1,11
MRS12,483,ABLA,NA,21.1,21.8,NA,1,1,0,0
MRS12,484,ABLA,NA,9.2,10.6,NA,2,2,0,0
MRS12,485,ABLA,NA,13.25,14.1,NA,1,1,0,0
MRS12,486,ABLA,NA,NA,NA,NA,NA,,1,1
MRS12,487,ABLA,NA,7.4,8.2,NA,3,3,0,0
MRS12,488,ABLA,NA,8.4,9.9,NA,3,3,0,0
MRS12,489,ABLA,NA,4.7,5.1,NA,3,3,0,0
MRS12,490,PIEN,NA,6.6,7.8,NA,3,3,0,0
MRS12,491,PIEN,NA,6.6,8.5,NA,3,3,0,0
MRS12,492,UNKN,NA,NA,NA,NA,NA,,1,1
MRS12,493,PIEN,NA,6.4,8.1,NA,2,2,0,0
MRS12,494,PIEN,NA,7.7,9,NA,2,2,0,0
MRS12,495,PIEN,NA,12.8,12.9,NA,1,1,0,0
MRS12,496,PIEN,NA,7,MIA,NA,2,,0,0
MRS12,497,PIEN,NA,4.7,MIA,NA,3,,0,0
MRS12,498,PIEN,NA,15.9,14.9,NA,1,1,0,0
MRS12,499,PIEN,NA,4.4,6.3,NA,3,3,0,0
MRS12,500,PIEN,NA,7.2,11,NA,2,1,0,0
MRS12,501,PIEN,NA,6.5,7.1,NA,3,3,0,0
MRS12,502,PIEN,NA,8.1,8.8,NA,2,2,0,0
MRS12,503,PIEN,NA,10.7,11.4,NA,2,2,0,0
MRS12,504,PIEN,NA,13.5,14.2,NA,1,1,0,0
MRS12,505,PIEN,NA,5.5,6.1,NA,3,3,0,0
MRS12,506,PIEN,NA,4.7,4.6,NA,3,3,0,0
MRS12,507,PIEN,NA,7.2,8.4,NA,3,3,0,0
MRS12,508,PIEN,NA,NA,NA,NA,NA,,1,1
MRS12,509,PIEN,NA,NA,NA,NA,NA,,1,1
MRS12,510,PIEN,NA,5.8,6.5,NA,3,3,0,0
MRS12,511,PIEN,NA,9.7,12.8,NA,3,3,0,0
MRS12,512,PIEN,NA,20.6,18.5,NA,1,1,0,0
MRS12,513,PIEN,NA,22,24.5,NA,2,2,0,0
MRS12,514,PIEN,NA,NA,NA,NA,NA,,1,1
MRS12,515,PIEN,NA,15.9,17.1,NA,1,1,0,0
MRS12,516,PIEN,NA,15.7,16.5,NA,1,1,0,0
MRS12,517,PIEN,NA,14.1,14.3,NA,1,1,0,0
MRS12,518,PIEN,NA,7.7,8.5,NA,2,2,0,0
MRS12,519,PIEN,NA,19,20.6,NA,1,1,0,0
MRS12,520,ABLA,NA,8.9,9.5,NA,2,2,0,0
MRS12,521,PIEN,NA,17,18.7,NA,1,1,0,0
MRS12,522,ABLA,NA,9.2,10.2,NA,2,2,0,0
MRS12,523,ABLA,NA,4.3,4.1,NA,3,3,0,0
MRS12,524,PIEN,NA,4.8,3.9,NA,3,3,0,0
MRS12,525,ABLA,NA,7.5,8.1,NA,2,2,0,0
MRS12,526,ABLA,NA,11.7,13.2,NA,1,1,0,0
MRS12,527,ABLA,NA,11.3,13.3,NA,1,1,0,0
MRS12,528,ABLA,NA,6.2,6.6,NA,2,3,0,0
MRS12,529,PIEN,NA,20.5,22.9,NA,1,1,0,0
MRS12,530,ABLA,NA,11.2,12.1,NA,1,1,0,0
MRS12,531,ABLA,NA,10.7,10.9,NA,2,2,0,0
MRS12,532,ABLA,NA,7.7,7.2,NA,2,2,0,0
MRS12,533,ABLA,NA,11.7,12.5,NA,1,1,0,0
MRS12,534,ABLA,NA,18,16.8,NA,1,1,0,0
MRS12,535,ABLA,NA,11.7,12.6,NA,2,2,0,0
MRS12,536,ABLA,NA,7.5,7.7,NA,2,2,0,0
MRS12,537,ABLA,NA,8.6,9.1,NA,2,2,0,0
MRS12,538,ABLA,NA,13.7,14,NA,1,1,0,0
MRS12,539,ABLA,NA,7.5,8.1,NA,2,2,0,0
MRS12,540,ABLA,NA,13.4,14.2,NA,1,1,0,0
MRS12,541,ABLA,NA,10,10,NA,2,2,0,0
MRS12,542,ABLA,NA,15,15.8,NA,1,1,0,0
MRS12,543,ABLA,NA,5.3,7.3,NA,3,3,0,0
MRS12,544,PIEN,NA,10.6,11.8,NA,2,1,0,0
MRS12,545,PIEN,NA,9.6,10.1,NA,2,2,0,0
MRS12,546,PIEN,NA,8.7,9.9,NA,2,2,0,0
MRS12,547,PIEN,NA,23.2,24.3,NA,1,1,0,0
MRS12,548,PIEN,NA,8.8,10.5,NA,2,1,0,0
MRS12,549,PIEN,NA,13.8,14.8,NA,2,1,0,0
MRS12,550,PIEN,NA,6.8,8.9,NA,3,3,0,0
MRS12,551,PIEN,NA,12,13.5,NA,2,1,0,0
MRS12,552,ABLA,NA,5.3,5.9,NA,3,3,0,0
MRS12,553,PIEN,NA,6.2,9.6,NA,3,3,0,0
MRS12,554,PIEN,NA,18,19.1,NA,1,1,0,0
MRS12,555,PIEN,NA,20.8,21.1,NA,1,1,0,0
MRS12,556,PIEN,NA,16.2,18.2,NA,1,1,0,0
MRS12,557,PIEN,NA,16.1,16.8,NA,1,1,0,0
MRS12,558,PIEN,NA,19.8,22,NA,1,1,0,0
MRS12,559,ABLA,NA,16.6,19.8,NA,1,1,0,0
MRS12,560,ABLA,NA,9.4,NA,NA,3,,1,1
MRS12,561,ABLA,NA,12.6,13.4,NA,1,1,0,0
MRS12,562,ABLA,NA,11.6,12.4,NA,1,1,0,0
MRS12,563,ABLA,NA,12.3,13.2,NA,1,1,0,0
MRS12,564,ABLA,NA,10.5,9.4,NA,2,2,0,0
MRS12,565,ABLA,NA,12.5,11,NA,1,1,0,0
MRS12,566,ABLA,NA,13.7,14.9,NA,1,1,0,0
MRS12,567,ABLA,NA,NA,NA,NA,NA,,1,1
MRS12,568,ABLA,NA,21.4,20.9,NA,1,1,0,0
MRS12,569,ABLA,NA,24.7,25.9,NA,1,1,0,0
MRS12,570,ABLA,NA,4.7,5.2,NA,3,3,0,0
MRS12,571,ABLA,NA,4.9,6.1,NA,2,3,0,0
MRS12,572,PIEN,NA,10.2,11.4,NA,2,2,0,0
MRS12,573,PIEN,NA,7,8,NA,2,2,0,0
MRS12,574,PIEN,NA,16.8,17.4,NA,1,1,0,0
MRS12,575,PIEN,NA,14.8,17.4,NA,2,1,0,0
MRS12,576,PIEN,NA,9.6,10.1,NA,3,3,0,0
MRS12,577,PIEN,NA,14,15.4,NA,2,2,0,0
MRS12,578,PIEN,NA,13.9,17.1,NA,2,2,0,0
MRS12,579,PIEN,NA,16,17.1,NA,1,1,0,0
MRS12,580,PIEN,NA,NA,NA,NA,NA,,1,1
MRS12,581,PIEN,NA,28.4,28.8,NA,2,1,0,0
MRS12,582,PIEN,NA,26.5,31.7,NA,1,1,0,0
MRS12,583,PIEN,NA,16,16,NA,1,1,0,0
MRS12,584,ABLA,NA,9.3,9.6,NA,2,2,0,0
MRS12,585,ABLA,NA,8.2,9.4,NA,2,2,0,0
MRS12,586,ABLA,NA,6.8,7.9,NA,2,2,0,0
MRS12,587,PIEN,NA,NA,NA,NA,NA,,1,1
MRS12,588,ABLA,NA,5.4,NA,NA,3,,1,10
MRS12,601,PIEN,NA,6.4,9.8,NA,3,3,0,0
MRS12,602,PIEN,NA,7,7.7,NA,3,3,0,0
MRS12,603,PIEN,NA,12.6,14.2,NA,2,2,0,0
MRS12,604,PIEN,NA,7.3,7.7,NA,3,3,0,0
MRS12,605,PIEN,NA,20.5,21.1,NA,2,2,0,0
MRS12,606,PIEN,NA,21.4,23,NA,2,2,0,0
MRS12,607,ABLA,NA,17.6,18.8,NA,1,1,0,0
MRS12,608,ABLA,NA,9.1,9.1,NA,3,3,0,0
MRS12,609,ABLA,NA,11.8,12.1,NA,2,2,0,0
MRS12,610,ABLA,NA,8.6,10.9,NA,3,3,0,0
MRS12,611,ABLA,NA,7.4,7.6,NA,3,3,0,0
MRS12,612,ABLA,NA,4.8,5.5,NA,3,2,0,0
MRS12,613,ABLA,NA,11.8,11.7,NA,2,1,0,0
MRS12,614,ABLA,NA,11,11.4,NA,1,3,0,0
MRS12,615,ABLA,NA,8.1,8.2,NA,3,1,0,0
MRS12,616,ABLA,NA,16.7,18,NA,1,2,0,0
MRS12,617,ABLA,NA,12.3,12,NA,2,2,0,0
MRS12,618,ABLA,NA,11.8,12.2,NA,2,2,0,0
MRS12,619,ABLA,NA,15.6,16.4,NA,2,2,0,0
MRS12,620,ABLA,NA,8,8.9,NA,2,2,0,0
MRS12,621,ABLA,NA,6.6,8.4,NA,3,2,0,0
MRS12,622,ABLA,NA,6,6,NA,3,3,0,0
MRS12,623,ABLA,NA,6.5,9,NA,3,3,0,0
MRS12,624,ABLA,NA,10.8,11,NA,2,2,0,0
MRS12,625,ABLA,NA,11.7,13.2,NA,3,3,0,0
MRS12,626,ABLA,NA,10.6,11.7,NA,3,3,0,0
MRS12,627,ABLA,NA,6.5,6.6,NA,3,3,0,0
MRS12,628,UNKN,NA,NA,NA,NA,NA,,1,1
MRS12,629,ABLA,NA,6.8,7.1,NA,3,3,0,0
MRS12,630,PIEN,NA,7.8,9.8,NA,2,2,0,0
MRS12,631,PIEN,NA,14.8,17.8,NA,1,1,0,0
MRS12,632,ABLA,NA,13,13.1,NA,2,2,0,0
MRS12,633,ABLA,NA,19.1,20.4,NA,2,2,0,0
MRS12,634,ABLA,NA,5.4,7.3,NA,,,0,0
MRS12,635,PIEN,NA,4.2,NA,NA,3,,1,10
MRS12,636,PIEN,NA,6.3,7,NA,2,2,0,0
MRS12,637,PIEN,NA,5.1,7,NA,2,2,0,0
MRS12,638,PIEN,NA,NA,NA,NA,NA,,1,1
MRS12,639,PIEN,NA,NA,NA,NA,NA,,1,1
MRS12,640,PIEN,NA,NA,NA,NA,NA,,1,1
MRS12,641,PIEN,NA,15.7,16.6,NA,1,1,0,0
MRS12,642,PIEN,NA,9,9.7,NA,2,2,0,0
MRS12,643,PIEN,NA,11.3,13.4,NA,1,1,0,0
MRS12,644,ABLA,NA,4.5,6.2,NA,3,3,0,0
MRS12,645,PIEN,NA,4.8,6.4,NA,3,3,0,0
MRS12,646,ABLA,NA,13.6,14.1,NA,1,1,0,0
MRS12,647,ABLA,NA,17.6,NA,NA,NA,,1,1
MRS12,648,ABLA,NA,4.5,5,NA,3,3,0,0
MRS12,649,ABLA,NA,12,13,NA,2,2,0,0
MRS12,650,ABLA,NA,6.6,NA,NA,3,,1,11
MRS12,651,ABLA,NA,NA,NA,NA,NA,,1,1
MRS12,652,ABLA,NA,7.6,8.4,NA,2,2,0,0
MRS12,653,ABLA,NA,7.2,8,NA,2,2,0,0
MRS12,654,ABLA,NA,4.7,MIA,NA,3,,0,0
MRS12,655,ABLA,NA,6.7,7.3,NA,3,3,0,0
MRS12,656,ABLA,NA,5.1,5.4,NA,3,3,0,0
MRS12,657,ABLA,NA,13.4,13.6,NA,2,2,0,0
MRS12,658,ABLA,NA,4.3,6,NA,3,3,0,0
MRS12,659,PIEN,NA,11.5,13.7,NA,2,2,0,0
MRS12,660,PIEN,NA,NA,,NA,NA,,1,1
MRS12,661,PIEN,NA,NA,,NA,NA,,1,1
MRS12,662,PIEN,NA,NA,,NA,NA,,1,1
MRS12,663,UNKN,NA,NA,,NA,NA,,1,1
MRS12,664,PIEN,NA,NA,,NA,NA,,1,1
MRS12,665,PIEN,NA,14.4,15.2,NA,1,1,0,0
MRS12,666,PIEN,NA,10.9,12.4,NA,2,2,0,0
MRS12,667,PIEN,NA,12.7,13.5,NA,2,2,0,0
MRS12,668,PIEN,NA,7.7,7.7,NA,2,2,0,0
MRS12,669,PIEN,NA,7.4,11.4,NA,3,3,0,0
MRS12,670,PIEN,NA,5,7,NA,3,3,0,0
MRS12,671,PIEN,NA,15.2,16.5,NA,1,1,0,0
MRS12,672,PIEN,NA,4.6,6,NA,3,3,0,0
MRS12,673,PIEN,NA,7.5,NA,NA,2,,0,0
MRS12,674,PIEN,NA,7.8,8.5,NA,2,2,0,0
MRS12,675,PIEN,NA,6,8,NA,3,3,0,0
MRS12,676,PIEN,NA,4,6.6,NA,3,3,0,0
MRS12,677,PIEN,NA,16.9,17.9,NA,1,1,1,11
MRS12,678,ABLA,NA,NA,NA,NA,NA,,1,1
MRS12,679,ABLA,NA,9.8,10.3,NA,2,2,0,0
MRS12,680,ABLA,NA,7.8,8.1,NA,3,3,0,0
MRS12,681,ABLA,NA,14,NA,NA,1,,1,11
MRS12,682,ABLA,NA,13.9,NA,NA,1,,1,11
MRS12,683,ABLA,NA,11,12.5,NA,2,2,0,0
MRS12,684,ABLA,NA,8,8.5,NA,2,2,0,0
MRS12,685,ABLA,NA,7.8,8.4,NA,3,2,0,0
MRS12,686,ABLA,NA,NA,NA,NA,NA,,1,1
MRS12,687,ABLA,NA,5,NA,NA,3,2,1,11
MRS12,688,ABLA,NA,7,9,NA,3,3,0,0
MRS12,689,ABLA,NA,4.1,5.5,NA,3,2,0,0
MRS12,690,ABLA,NA,6.5,8,NA,3,1,0,0
MRS12,691,ABLA,NA,14.3,16.6,NA,1,3,0,0
MRS12,692,PIEN,NA,4.8,5.4,NA,3,1,0,0
MRS12,693,PIEN,NA,16.5,18.1,NA,1,1,0,0
MRS12,694,PIEN,NA,21.8,22.2,NA,1,1,0,0
MRS12,695,PIEN,NA,25.8,30.3,NA,1,1,0,0
MRS12,696,PIEN,NA,22,24,NA,2,2,0,0
MRS12,697,PIEN,NA,6.3,7,NA,2,1,0,0
MRS12,698,PIEN,NA,17.8,19.5,NA,1,2,0,0
MRS12,699,PIEN,NA,7,8.5,NA,2,1,0,0
MRS12,700,PIEN,NA,19.5,22.4,NA,1,2,0,0
MRS12,701,PIEN,NA,12.7,13.9,NA,2,2,0,0
MRS12,702,PIEN,NA,5.8,8.1,NA,3,3,0,0
MRS12,703,PIEN,NA,5,6.8,NA,3,3,0,0
MRS12,704,PIEN,NA,NA,NA,NA,NA,,1,1
MRS12,705,PIEN,NA,NA,NA,NA,NA,,1,1
MRS12,706,PIEN,NA,4.5,4,NA,3,3,0,0
MRS12,707,PIEN,NA,NA,NA,NA,NA,,1,1
MRS12,708,ABLA,NA,NA,NA,NA,NA,,1,1
MRS12,709,UNKN,NA,NA,NA,NA,NA,,1,1
MRS12,710,ABLA,NA,NA,NA,NA,NA,,1,1
MRS12,711,ABLA,NA,NA,NA,NA,NA,,1,1
MRS12,712,PIEN,NA,10.9,14.2,NA,3,2,0,0
MRS12,713,PIEN,NA,9.9,13.3,NA,3,3,0,0
MRS12,714,UNKN,NA,NA,NA,NA,NA,,1,1
MRS12,715,PIEN,NA,8.8,9,NA,3,3,0,0
MRS12,716,PIEN,NA,4.7,5.6,NA,3,3,0,0
MRS12,717,PIEN,NA,5.4,7.9,NA,3,2,0,0
MRS12,718,PIEN,NA,12.2,12.2,NA,2,2,0,0
MRS12,719,PIEN,NA,17.6,18.5,NA,2,,0,0
MRS12,720,UNKN,NA,NA,NA,NA,NA,2,1,1
MRS12,721,ABLA,NA,13.2,13.5,NA,2,2,0,0
MRS12,722,PIEN,NA,17.2,18.5,NA,2,1,0,0
MRS12,723,PIEN,NA,17.2,20,NA,1,1,0,0
MRS12,724,PIEN,NA,18.2,19.2,NA,1,2,0,0
MRS12,725,ABLA,NA,7.7,8.5,NA,2,1,0,0
MRS12,726,ABLA,NA,14.3,19,NA,1,3,0,0
MRS12,727,ABLA,NA,4.4,5.3,NA,3,3,0,0
MRS12,728,ABLA,NA,9.3,10,NA,3,1,0,0
MRS12,729,ABLA,NA,12,12.8,NA,1,1,0,0
MRS12,730,ABLA,NA,13.7,13.5,NA,1,1,0,0
MRS12,731,ABLA,NA,12,12.6,NA,1,3,0,0
MRS12,732,ABLA,NA,6.6,6.5,NA,3,2,0,0
MRS12,733,ABLA,NA,6.6,6.7,NA,2,,1,11
MRS12,734,ABLA,NA,7.6,NA,NA,NA,2,1,1
MRS12,735,ABLA,NA,9.3,9.7,NA,2,3,0,0
MRS12,736,ABLA,NA,5.1,5.2,NA,3,3,0,0
MRS12,737,ABLA,NA,7.5,7.5,NA,2,2,0,0
MRS12,738,ABLA,NA,7,7.2,NA,3,3,0,0
MRS12,739,ABLA,NA,5.9,5.8,NA,3,3,0,0
MRS12,740,ABLA,NA,7.8,8.1,NA,2,2,0,0
MRS12,741,ABLA,NA,4.2,4.2,NA,3,3,0,0
MRS12,742,ABLA,NA,6,5.5,NA,3,3,0,0
MRS12,743,ABLA,NA,8.2,8.3,NA,3,2,0,0
MRS12,744,ABLA,NA,8.4,9,NA,3,2,0,0
MRS12,745,ABLA,NA,10.4,10.1,NA,2,1,0,0
MRS12,746,ABLA,NA,7.7,6.5,NA,3,2,0,0
MRS12,747,ABLA,NA,13.4,15.4,NA,1,1,0,0
MRS12,748,ABLA,NA,13.1,13.2,NA,1,1,0,0
MRS12,749,ABLA,NA,5.5,7,NA,3,3,0,0
MRS12,750,ABLA,NA,14.3,16.5,NA,2,1,0,0
MRS12,751,PIEN,NA,14.3,16.1,NA,2,2,0,0
MRS12,752,PIEN,NA,15.6,16.4,NA,1,1,0,0
MRS12,753,PIEN,NA,14.7,17.3,NA,1,1,0,0
MRS12,754,PIEN,NA,28.8,32.9,NA,1,1,0,0
MRS12,755,ABLA,NA,7.7,11,NA,3,2,0,0
MRS12,756,PIEN,NA,9.5,12.1,NA,3,3,0,0
MRS12,757,PIEN,NA,8.7,11.2,NA,3,2,0,0
MRS12,758,ABLA,NA,7.8,10.5,NA,3,2,0,0
MRS12,759,ABLA,NA,15.5,16.5,NA,1,1,0,0
MRS12,760,ABLA,NA,15.9,19.5,NA,1,1,0,0
MRS12,761,ABLA,NA,15.6,17,NA,1,1,0,0
MRS12,762,ABLA,NA,9.5,10.3,NA,2,2,0,0
MRS12,763,ABLA,NA,22.2,23.6,NA,1,1,0,0
MRS12,764,ABLA,NA,10,12,NA,3,2,0,0
MRS12,765,ABLA,NA,11.2,11.8,NA,3,2,0,0
